lemma	POS	freq	declension
дурацкий	A	2	
князь	S	2	2
чаша	S	2	1
сажа	S	2	1
вскрикивать	V	2	
суженый	S	2	А
дозволять	V	2	
птичий	A	2	
проживать	V	2	
наслаждение	S	2	2
лакировать	V	2	
достоинство	S	2	2
промолчать	V	2	
порода	S	2	1
рассекать	V	2	
посвистывать	V	2	
полукруг	S	2	2
беспокойство	S	2	2
тина	S	2	1
выражение	S	2	2
способный	A	2	
превосходно	ADV	2	
стискивать	V	2	
челюсть	S	2	3
передняя	S	2	1
лет	S	2	2
промахиваться	V	2	
неожиданный	A	2	
насекомое	S	2	А
окончательно	ADV	2	
разыгрываться	V	2	
трусы	S	2	T
примерзать	V	2	
дохнуть	V	2	
гумно	S	2	2
зубища	S	2	1
калачик	S	2	2
улучать	V	2	
муж	S	2	2
кучка	S	2	1
небитый	A	2	
аукать	V	2	
стемнеть	V	2	
припевать	V	2	
калитка	S	2	1
награда	S	2	1
возраст	S	2	2
лука	S	2	1
купец	S	2	2
опечалиться	V	2	
сыграть	V	2	
тужить	V	2	
рыхлый	A	2	
недобрый	A	2	
соткать	V	2	
зацветать	V	2	
запечалиться	V	2	
коробчонка	S	2	1
золоченый	A	2	
любоваться	V	2	
остаток	S	2	2
осыпать	V	2	
хватиться	V	2	
вечно	ADV	2	
сказываться	V	2	
повстречаться	V	2	
урождаться	V	2	
разгневаться	V	2	
поправлять	V	2	
целиться	V	2	
сжалиться	V	2	
воля	S	2	1
выпаривать	V	2	
кованый	A	2	
болотный	A	2	
выворачивать	V	2	
подплывать	V	2	
шерстяной	A	2	
носок	S	2	2
шарфик	S	2	2
верблюжий	A	2	
овечий	A	2	
выезжать	V	2	
вывести	V	2	
копошиться	V	2	
ровный	A	2	
бранить	V	2	
вспоминать	V	2	
июнь	S	2	2
август	S	2	2
бывало	ADV	2	
скупой	A	2	
такой-то	APRO	2	
закутываться	V	2	
бурелом	S	2	2
прибавлять	V	2	
обмирать	V	2	
бархат	S	2	2
по-вашему	ADV	2	
человечий	A	2	
жилье	S	2	2
хлопья	S	2	T
черед	S	2	2
очнуться	V	2	
веко	S	2	2
дурочка	S	2	1
даром	ADV	2	
полыхать	V	2	
видывать	V	2	
жар	S	2	2
путаник	S	2	2
перепутывать	V	2	
семьдесят	NUM	2	
пятый	ANUM	2	
прямехонький	A	2	
жевательный	A	2	
согласный	A	2	
свинья	S	2	1
свивать	V	2	
рожать	V	2	
полочка	S	2	1
подглядывать	V	2	
дубасить	V	2	
кнут	S	2	2
коваль	S	2	2
виноград	S	2	2
ф	S	2	Н
пословица	S	2	1
потягиваться	V	2	
жаловаться	V	2	
свертывать	V	2	
налагать	V	2	
уголья	S	2	T
рубить	V	2	
поджаристый	A	2	
подрумяниваться	V	2	
обжариваться	V	2	
лопатка	S	2	1
наливной	A	2	
созрелый	A	2	
питалисить	V	2	
обмывалисить	V	2	
стрясать	V	2	
здорово	INTJ	2	
позавтракать	V	2	
пробиваться	V	2	
кабы	CONJ	2	
истапливать	V	2	
выштопать	V	2	
рукоделие	S	2	2
закалывать	V	2	
кукареку	INTJ	2	
дивоваться	V	2	
послужить	V	2	
далее	ADV	2	
нападать	V	2	
надобно	ADV	2	
авось	ADV	2	
готовиться	V	2	
уксус	S	2	2
горчица	S	2	1
квас	S	2	2
притаскивать	V	2	
покряхтеть	V	2	
любо	ADV	2	
награждать	V	2	
разница	S	2	1
рознь	S	2	3
морозец	S	2	2
крыть	V	2	
путник	S	2	2
ожеледь	S	2	3
растапливать	V	2	
переливаться	V	2	
серебристый	A	2	
бахрома	S	2	1
лениво	ADV	2	
дынный	A	2	
ненасытный	A	2	
неутолимый	A	2	
равноденствие	S	2	2
терновый	A	2	
фунт	S	2	2
тростник	S	2	2
кимберлей	S	2	2
область	S	2	3
чешуйчатый	A	2	
бич	S	2	2
обвивать	V	2	
усталость	S	2	3
жестоко	ADV	2	
включая	PR	2	
выдергивать	V	2	
африканский	A	2	
прелестный	A	2	
юный	A	2	
расставлять	V	2	
внезапно	ADV	2	
уменьшаться	V	2	
косить	V	2	
изображать	V	2	
местность	S	2	3
пучок	S	2	2
влажный	A	2	
повидаться	V	2	
обхватить	V	2	
приставлять	V	2	
порт	S	2	2
причал	S	2	2
пошуметь	V	2	
дымок	S	2	2
альпинист	S	2	2
неизвестный	A	2	
остров	S	2	2
матрос	S	2	2
мощный	A	2	
судно	S	2	2
парень	S	2	2
толково	ADV	2	
наматывать	V	2	
годиться	V	2	
полежать	V	2	
грозиться	V	2	
кошкин	A	2	
считаться	V	2	
главное	S	2	А
придерживать	V	2	
рвануться	V	2	
запутывать	V	2	
утекать	V	2	
прыжок	S	2	2
володька	S	2	1
есаулов	S	2	2
сухарик	S	2	2
хрустеть	V	2	
револьвер	S	2	2
зарастать	V	2	
форель	S	2	3
тю	INTJ	2	
ткнуть	V	2	
закручиваться	V	2	
терновник	S	2	2
порастать	V	2	
зло	ADV	2	
спрыгивать	V	2	
охватывать	V	2	
оглядывать	V	2	
сомнение	S	2	2
оррк	S	2	2
рвануть	V	2	
увертываться	V	2	
мертвый	S	2	А
перекатываться	V	2	
заживать	V	2	
тупой	A	2	
гитара	S	2	1
нависать	V	2	
раздумывать	V	2	
преследовать	V	2	
выскальзывать	V	2	
справа	ADV	2	
слева	ADV	2	
валун	S	2	2
покачиваться	V	2	
обезоруживать	V	2	
плевать	V	2	
откос	S	2	2
раскалываться	V	2	
сползать	V	2	
грозно	ADV	2	
наполнять	V	2	
расстилаться	V	2	
захлестывать	V	2	
абрикос	S	2	2
струиться	V	2	
задерживаться	V	2	
завораживать	V	2	
легонько	ADV	2	
шепотом	ADV	2	
обнюхивать	V	2	
разводить	V	2	
немножечко	ADV	2	
нечаянно	ADV	2	
погрозить	V	2	
скрывать	V	2	
раздеваться	V	2	
тоскливый	A	2	
различать	V	2	
локоть	S	2	2
ноготь	S	2	2
всхлипывать	V	2	
медок	S	2	2
дядин	A	2	
белобокий	A	2	
попрошайка	S	2	1
высмеиваться	V	2	
сырость	S	2	3
вожатый	S	2	А
глубокоуважаемый	A	2	
билет	S	2	2
гоняться	V	2	
погнаться	V	2	
пятнашка	S	2	1
чеглок	S	2	2
галька	S	2	1
всматриваться	V	2	
волосок	S	2	2
выпархивать	V	2	
торчком	ADV	2	
жалобный	A	2	
звериный	A	2	
сиротка	S	2	1
наживать	V	2	
ручной	A	2	
узелок	S	2	2
отбиваться	V	2	
хвалиться	V	2	
забояться	V	2	
повеселеть	V	2	
топоток	S	2	2
вчерашний	A	2	
манить	V	2	
домашний	A	2	
слезка	S	2	1
нагребать	V	2	
запрашивать	V	2	
шипеть	V	2	
ччеловекка	S	2	1
царапаться	V	2	
мучить	V	2	
академик	S	2	2
переставлять	V	2	
испокон	ADV	2	
вскармливать	V	2	
вспаивать	V	2	
выучивать	V	2	
состоять	V	2	
гордость	S	2	3
жур	S	2	2
храм	S	2	2
кремль	S	2	2
неуклюжий	A	2	
засопеть	V	2	
помолчать	V	2	
анютин	A	2	
маргаритка	S	2	1
иван-да-марья	S	2	1
ванечка	S	2	1
манечка	S	2	1
испуганно	ADV	2	
музыкальный	A	2	
произведение	S	2	2
пыжик	S	2	2
прошипеть	V	2	
пояснять	V	2	
зло	S	2	2
ручаться	V	2	
скромно	ADV	2	
мерзкий	A	2	
план	S	2	2
тюбетейка	S	2	1
швырять	V	2	
утешение	S	2	2
знание	S	2	2
навек	ADV	2	
кулик	S	2	2
каракуля	S	2	1
маракуля	S	2	1
кудыкин	A	2	
зонт	S	2	2
макар	S	2	2
теленок	S	2	2
скорлупа	S	2	1
слива	S	2	1
мундир	S	2	2
вырыть	V	2	
разгар	S	2	2
холодильник	S	2	2
мастерица	S	2	1
укатить	V	2	
артистка	S	2	1
олень	S	2	2
федька	S	2	1
кисель	S	2	2
редька	S	2	1
мрак	S	2	2
метр	S	2	2
двести	NUM	2	
полакомиться	V	2	
намачивать	V	2	
полевой	A	2	
ситцевый	A	2	
рубаха	S	2	1
лыко	S	2	2
драть	V	2	
плести	V	2	
ата	S	2	1
хозяйский	A	2	
пан	S	2	2
абрахас	S	2	2
вызывать	V	2	
вспыхивать	V	2	
соловей	S	2	2
пихта	S	2	1
подобреть	V	2	
длинноволосый	A	2	
парикмахер	S	2	2
серп	S	2	2
сохнуть	V	2	
вера	S	2	1
отрастать	V	2	
позеленеть	V	2	
уныло	ADV	2	
чемодан	S	2	2
кочерыжка	S	2	1
переменка	S	2	1
зевака	S	2	1
крылов	S	2	2
ракушка	S	2	1
пучеглазый	A	2	
большеротый	A	2	
зазевываться	V	2	
льдинка	S	2	1
пространство	S	2	2
запускать	V	2	
отнимать	V	2	
лакомиться	V	2	
одинешенек	A	2	
отражение	S	2	2
замечательно	ADV	2	
русалка	S	2	1
привычка	S	2	1
простаивать	V	2	
обучать	V	2	
нрав	S	2	2
старина	S	2	1
илья	S	2	1
петушиться	V	2	
барахтаться	V	2	
современный	A	2	
выдувать	V	2	
стирка	S	2	1
затосковать	V	2	
пасть	V	2	
вулкан	S	2	2
огневой	A	2	
жених	S	2	2
пожелать	V	2	
гасить	V	2	
сочный	A	2	
безжизненно	ADV	2	
трещина	S	2	1
отнорка	S	2	1
плоский	A	2	
тельце	S	2	2
тушканчик	S	2	2
поджимать	V	2	
неподвижно	ADV	2	
зинька	S	2	1
наст	S	2	2
боевой	A	2	
кустарник	S	2	2
охотиться	V	2	
детство	S	2	2
огорчать	V	2	
ток	S	2	2
обходиться	V	2	
космос	S	2	2
коала	S	2	1
австралия	S	2	1
сжирать	V	2	
услуга	S	2	1
газон	S	2	2
грузовик	S	2	2
щедрый	A	2	
отряд	S	2	2
партизан	S	2	2
гнилушка	S	2	1
десяток	S	2	2
приглашение	S	2	2
обрывок	S	2	2
ближний	A	2	
майор	S	2	2
балоян	S	2	2
телефонный	A	2	
помощник	S	2	2
блиндаж	S	2	2
обстрел	S	2	2
оседать	V	2	
катушка	S	2	1
запасной	A	2	
припадать	V	2	
выпрямляться	V	2	
танк	S	2	2
фрак	S	2	2
палатка	S	2	1
тмин	S	2	2
павлик	S	2	2
связка	S	2	1
оранжевый	A	2	
грех	S	2	2
втыкать	V	2	
всамделишный	A	2	
нервный	A	2	
берет	S	2	2
зависть	S	2	3
миллион	S	2	2
слегка	ADV	2	
игрушечный	A	2	
балкон	S	2	2
полкило	S	2	Н
сандалета	S	2	1
салки	S	2	T
побегать	V	2	
править	V	2	
подземелье	S	2	2
доменный	A	2	
плавить	V	2	
распиливать	V	2	
брусок	S	2	2
производить	V	2	
паркет	S	2	2
власть	S	2	3
живьем	ADV	2	
товар	S	2	2
богатеть	V	2	
признавать	V	2	
швейный	A	2	
разумеется	ADV	2	
житься	V	2	
беззубый	A	2	
жестокий	A	2	
вино	S	2	2
пропитывать	V	2	
разрушение	S	2	2
союзник	S	2	2
фаянсовый	A	2	
иностранка	S	2	1
желанный	A	2	
ржа	S	2	1
шпага	S	2	1
служанка	S	2	1
обезвреживать	V	2	
чудовище	S	2	2
приказание	S	2	2
тайный	A	2	
настолько	ADV	2	
полицейский	S	2	А
пуговица	S	2	1
быстрота	S	2	1
кожаный	A	2	
отравлять	V	2	
отчаяние	S	2	2
керосиновый	A	2	
нежели	CONJ	2	
инструмент	S	2	2
ненавидеть	V	2	
благо	S	2	2
измельчить	V	2	
шлаковый	A	2	
указывать	V	2	
смышленый	A	2	
отверстие	S	2	2
сохраняться	V	2	
сваливать	V	2	
ругательство	S	2	2
вполне	ADV	2	
дурачок	S	2	2
обуваться	V	2	
валиться	V	2	
вязаться	V	2	
накупать	V	2	
чернослив	S	2	2
пускай	PART	2	
недолго	ADV	2	
писаный	A	2	
пировать	V	2	
поездить	V	2	
пеший	A	2	
уважение	S	2	2
сослужить	V	2	
далмат	S	2	2
погоня	S	2	1
спрыскивать	V	2	
растерзывать	V	2	
нанимать	V	2	
весть	S	2	3
полушалок	S	2	2
привечать	V	2	
кровавый	A	2	
свидеться	V	2	
тридевятый	A	2	
наниматься	V	2	
поломать	V	2	
тын	S	2	2
ава	S	2	1
вышиваться	V	2	
дернуться	V	2	
царапнуть	V	2	
зверюга	S	2	1
шиповник	S	2	2
ровно	ADV	2	
усеивать	V	2	
решение	S	2	2
наготове	ADV	2	
принц	S	2	2
выпячивать	V	2	
злость	S	2	3
соваться	V	2	
ножик	S	2	2
рубль	S	2	2
рукомойник	S	2	2
увеличительный	A	2	
стеклышко	S	2	2
сачок	S	2	2
направление	S	2	2
благодаря	PR	2	
изумляться	V	2	
нянька	S	2	1
выпарывать	V	2	
порка	S	2	1
умножение	S	2	2
география	S	2	1
вопль	S	2	2
любимица	S	2	1
приемный	A	2	
очаровательный	A	2	
лучезарный	A	2	
заслуживать	V	2	
уголь	S	2	2
единый	A	2	
заинтересовываться	V	2	
ослепнуть	V	2	
интересоваться	V	2	
веревочный	A	2	
дверца	S	2	1
отрубать	V	2	
выжидать	V	2	
наследить	V	2	
тряпочка	S	2	1
борюшка	S	2	1
примолкать	V	2	
подковыривать	V	2	
приготавливаться	V	2	
бопсулай	S	2	2
шалунья	S	2	1
вагай	S	2	2
карпов	S	2	2
починка	S	2	1
зверски	ADV	2	
записка	S	2	1
гм	INTJ	2	
должно	ADV	2	
бобровый	A	2	
величавый	A	2	
заколдованный	A	2	
тешумай	S	2	2
проткнуть	V	2	
сломать	V	2	
гетман	S	2	2
негус	S	2	2
пропеть	V	2	
перевирать	V	2	
цап	ADV	2	
враки	S	2	T
брехун	S	2	2
полпорция	S	2	1
чикалочка	S	1	1
хлоп	S	1	2
лобок	S	1	2
буренка	S	1	1
надо	PR	1	
сметливый	A	1	
работушка	S	1	1
половичка	S	1	1
веничек	S	1	2
аня	S	1	1
барабани	S	1	None
продаваться	V	1	
ванюша	S	1	1
прикачивать	V	1	
байка	S	1	1
пряничек	S	1	2
вытапливать	V	1	
банька	S	1	1
ванька	S	1	1
индюк	S	1	2
гуленька	S	1	1
голосисто	ADV	1	
червь	S	1	2
рассветать	V	1	
едва	CONJ	1	
развеселый	A	1	
усь	S	1	Н
обливаться	V	1	
саконский	A	1	
разворот	S	1	2
штанишки	S	1	T
свариваться	V	1	
повязывать	V	1	
салфетка	S	1	1
котлетка	S	1	1
ладо	S	1	2
ладушки	ADV	1	
сковородка	S	1	1
раскалять	V	1	
ладушка	S	1	1
родничок	S	1	2
слониха	S	1	1
поклон	S	1	2
собралисить	V	1	
кружок	S	1	2
ивенсен	S	1	2
орлов	S	1	2
злиться	V	1	
укрытый	A	1	
найденов	S	1	2
курточка	S	1	1
трудиться	V	1	
скажем	ADV	1	
затолкать	V	1	
хохолок	S	1	2
шпора	S	1	1
гоготать	V	1	
щипать	V	1	
хрюш	S	1	2
воробьишка	S	1	1
юркий	A	1	
хлебец	S	1	2
накрошить	V	1	
ланцетти	S	1	Н
помидор	S	1	2
порей	S	1	2
бородка	S	1	1
разгребать	V	1	
помести	V	1	
наскребывать	V	1	
скатать	V	1	
простывать	V	1	
колобый	A	1	
стуженый	A	1	
гнет	S	1	2
полгоря	ADV	1	
вслед	PR	1	
пригоженький	A	1	
румяненький	A	1	
пропой	S	1	2
гам	S	1	2
вчетвером	ADV	1	
впятером	ADV	1	
невредимый	A	1	
кудахтать	V	1	
колок	S	1	2
украсть	V	1	
белым-бело	ADV	1	
беломраморный	A	1	
струсить	V	1	
дриз	S	1	2
чин	S	1	2
вор	S	1	2
поноска	S	1	1
матросский	A	1	
наминать	V	1	
любочка	S	1	1
юла	S	1	1
цветастый	A	1	
юбочка	S	1	1
студиться	V	1	
гряда	S	1	1
красиво	ADV	1	
дого	S	1	Н
и	PART	1	
меховой	A	1	
зеркальце	S	1	2
бултыхаться	V	1	
маня	S	1	1
мыльце	S	1	2
гусенок	S	1	2
краснолапый	S	1	А
пеленка	S	1	1
прибавляться	V	1	
гневно	ADV	1	
хрусткий	A	1	
сыро	ADV	1	
грязно	ADV	1	
раса	S	1	1
пря	S	1	1
дождевик	S	1	2
перрон	S	1	2
капюшон	S	1	2
украдкой	ADV	1	
похрумкать	V	1	
стылый	A	1	
посередке	ADV	1	
овчарка	S	1	1
гололедь	S	1	3
урчать	V	1	
полуживой	A	1	
насвинячить	V	1	
намедведило	S	1	2
выходной	S	1	А
ежиться	V	1	
бот	S	1	2
серпантин	S	1	2
конфетти	S	1	Н
взаперти	ADV	1	
чулан	S	1	2
увлекательный	A	1	
напроказничать	V	1	
хавронья	S	1	1
петровна	S	1	1
одышка	S	1	1
малокровие	S	1	2
рукавица	S	1	1
жеребенок	S	1	2
раздолье	S	1	2
вскидывать	V	1	
галоп	S	1	2
посинеть	V	1	
соня	S	1	1
затормошить	V	1	
хрюкнуть	V	1	
поздороваться	V	1	
загоготать	V	1	
крошить	V	1	
мотив	S	1	2
латышский	A	1	
погостить	V	1	
сегель	S	1	2
управлять	V	1	
дрессированный	A	1	
яшка	S	1	1
представление	S	1	2
жалить	V	1	
рах	S	1	2
заканчиваться	V	1	
владимир	S	1	2
допрыгивать	V	1	
рассуживать	V	1	
справедливость	S	1	3
присуждать	V	1	
каркнуть	V	1	
помирить	V	1	
разум	S	1	2
справедливо	ADV	1	
нед	S	1	2
белорусский	A	1	
дедуся	S	1	1
аж	PART	1	
нагибаться	V	1	
борозда	S	1	1
запыхтеть	V	1	
пресладкий	A	1	
потешок	S	1	1
горластый	A	1	
всходить	V	1	
щеный	A	1	
рубанок	S	1	2
скворушить	V	1	
зайкин	S	1	2
клад	S	1	2
сушильня	S	1	1
маслянка	S	1	1
березовик	S	1	2
впрок	ADV	1	
скребицкий	S	1	А
чаплин	S	1	2
выстилать	V	1	
уютно	ADV	1	
прикрываться	V	1	
кладовочка	S	1	1
одеяльце	S	1	2
сундук	S	1	2
чик	INTJ	1	
шадь	S	1	3
лек	S	1	2
че	S	1	Н
ство	S	1	2
редиска	S	1	1
табурет	S	1	2
цап-царап	ADV	1	
аукаться	V	1	
ага	PART	1	
потужить	V	1	
дубок	S	1	2
овражек	S	1	2
пригорок	S	1	2
глазастый	A	1	
почуять	V	1	
живехонький	A	1	
здоровехонький	A	1	
обронить	V	1	
нибудь	ADVPRO	1	
многовато	ADV	1	
разрываться	V	1	
приласкать	V	1	
воспитанный	A	1	
слезинка	S	1	1
кнопочка	S	1	1
пробормотать	V	1	
находчивый	A	1	
слатенька	S	1	1
плюш	S	1	2
катюша	S	1	1
лермонтов	S	1	2
младенец	S	1	2
колыбель	S	1	3
воронков	S	1	2
бред	S	1	2
зачерстветь	V	1	
жесткий	A	1	
соседний	A	1	
грязт	S	1	Н
деревенский	A	1	
разрыть	V	1	
огородный	A	1	
байковый	A	1	
танин	A	1	
лучик	S	1	2
зубчатый	A	1	
заблестеть	V	1	
искорка	S	1	1
шуцько	S	1	Н
невдомек	ADV	1	
вишневецкая	S	1	А
верещать	V	1	
нахохливаться	V	1	
егоров	S	1	2
поладить	V	1	
рябинка	S	1	1
подсластить	V	1	
гроздь	S	1	3
шустрый	A	1	
сидеться	V	1	
некрасов	S	1	2
расправлять	V	1	
трутнев	S	1	2
ледышка	S	1	1
пальтишко	S	1	2
чечетка	S	1	1
блестка	S	1	1
пляс	S	1	2
хороводный	A	1	
бойко	ADV	1	
снегурка	S	1	1
топотать	V	1	
сплясать	V	1	
щеночек	S	1	2
мяушка	S	1	1
мякушка	S	1	1
пошептать	V	1	
минуточка	S	1	1
чуточку	ADV	1	
краса	S	1	1
торжок	S	1	2
улочка	S	1	1
либо	CONJ	1	
снесть	ADV	1	
муресенька	S	1	1
потетенить	V	1	
хлопнуть	V	1	
ладошкте	S	1	2
беречься	V	1	
прохватывать	V	1	
моржонок	S	1	2
высматривать	V	1	
вынюхивать	V	1	
сахарнов	S	1	2
рыбина	S	1	1
крайний	A	1	
куплет	S	1	2
рыболов	S	1	2
кум	S	1	2
куманек	S	1	2
рыбалка	S	1	1
постненький	S	1	2
ковылять	V	1	
вперевалку	ADV	1	
чур	INTJ	1	
улов	S	1	2
уставляться	V	1	
поторопиться	V	1	
удилище	S	1	2
скомандовать	V	1	
объедать	V	1	
натягиваться	V	1	
хо-хо	INTJ	1	
рыбин	S	1	2
стаскивать	V	1	
сом	S	1	2
ограбить	V	1	
выдирать	V	1	
чей-нибудь	APRO	1	
неизвестно	ADV	1	
сматывать	V	1	
доделывать	V	1	
налево	ADV	1	
усталь	S	1	3
прялочка	S	1	1
жернов	S	1	2
прялочек	S	1	2
умелый	A	1	
позолотить	V	1	
денежка	S	1	1
кренделек	S	1	2
блошки	S	1	T
угощение	S	1	2
поволочь	V	1	
испугалися	S	1	1
разбежалисить	V	1	
козявочки	S	1	T
сдвигаться	V	1	
кусток	S	1	2
молчок	ADV	1	
вонзать	V	1	
ухмыляться	V	1	
убийца	S	1	1
козявка	S	1	1
победитель	S	1	2
светляк	S	1	2
козявочек	S	1	2
мотылек	S	1	2
удалый	A	1	
муравьиха	S	1	1
попрыгивать	V	1	
милашечка	S	1	1
таракашечка	S	1	1
запираться	V	1	
крепко-накрепко	ADV	1	
копытца	S	1	1
матушкин	A	1	
причитать	V	1	
кузница	S	1	1
строго-настрого	ADV	1	
избушечка	S	1	1
шасть	INTJ	1	
отпиралисить	V	1	
отворялисить	V	1	
доставалисить	V	1	
грешить	V	1	
кума	S	1	1
вваливаться	V	1	
жаворонок	S	1	2
жавороночка	S	1	1
ежок	S	1	2
озерко	S	1	2
поскок	S	1	2
сколачивать	V	1	
замащивать	V	1	
простыня	S	1	1
кочерга	S	1	1
кривоногий	A	1	
гадкий	A	1	
клякса	S	1	1
мышонок	S	1	2
головомойка	S	1	1
таз	S	1	2
вскричать	V	1	
барас	S	1	2
тереть	V	1	
юлить	V	1	
мылить	V	1	
сенной	A	1	
таврический	A	1	
чрез	PR	1	
тотоша	S	1	1
кокошея	S	1	1
аллея	S	1	1
растаптывать	V	1	
воротилася	S	1	1
грамматика	S	1	1
арифметика	S	1	1
нечистый	S	1	А
порошок	S	1	2
лохань	S	1	3
погожий	A	1	
южный	A	1	
цветение	S	1	2
укреплять	V	1	
щебет	S	1	2
охрана	S	1	1
семейство	S	1	2
эльген	S	1	2
соломка	S	1	1
хлопотать	V	1	
душенька	S	1	1
ник	S	1	2
разлечься	V	1	
зань	S	1	2
спрос	S	1	2
хвостка	S	1	1
прист	S	1	2
хи	S	1	Н
троглазка	S	1	1
поздорову	ADV	1	
чей-то	APRO	1	
бер	S	1	2
рлога	S	1	1
забр	S	1	2
рался	S	1	None
рысь	S	1	3
нахохливать	V	1	
обжора	S	1	1
неживой	A	1	
назавтра	ADV	1	
никитин	S	1	2
стукнуться	V	1	
шевельнуться	V	1	
заросли	S	1	T
выситься	V	1	
дерзкий	A	1	
заросль	S	1	3
водопой	S	1	2
буйвол	S	1	2
безоружный	A	1	
солнцепек	S	1	2
гребенчатый	A	1	
шевельнуть	V	1	
гнилой	A	1	
ломиться	V	1	
шип	S	1	2
слепенький	A	1	
толком	ADV	1	
вспыльчивый	A	1	
подозрительный	A	1	
веснянка	S	1	1
украинский	A	1	
литвак	S	1	2
курлыкать	V	1	
земелюшка	S	1	1
землица	S	1	1
кругленький	A	1	
лужочек	S	1	2
прорастать	V	1	
росток	S	1	2
мосточка	S	1	1
вдогонку	ADV	1	
отеу	S	1	None
черненький	A	1	
припрыгивать	V	1	
наковыривать	V	1	
нарвал	S	1	2
пригонять	V	1	
задок	S	1	2
бычковый	A	1	
яз	S	1	2
щелк	INTJ	1	
завязать	V	1	
этак	ADVPRO	1	
быченька	S	1	1
зайчишкин	A	1	
кочан	S	1	2
ботанический	A	1	
безголовый	A	1	
клей	S	1	2
обувать	V	1	
побриться	V	1	
бритье	S	1	2
метро	S	1	Н
тир	S	1	2
леопард	S	1	2
проходиться	V	1	
цесарка	S	1	1
бассейн	S	1	2
пони	S	1	Н
таратайка	S	1	1
ситро	S	1	Н
полстакана	S	1	None
хромать	V	1	
звонок	S	1	2
итальянский	A	1	
селение	S	1	2
пугливый	A	1	
заметно	ADV	1	
подрагивать	V	1	
прислоняться	V	1	
холка	S	1	1
взмыть	V	1	
покружить	V	1	
прощай	INTJ	1	
протекать	V	1	
навзрыд	ADV	1	
посоветовать	V	1	
стрекоза	S	1	1
бульвар	S	1	2
окрестный	A	1	
укротитель	S	1	2
арка	S	1	1
сапгир	S	1	2
создавать	V	1	
марина	S	1	1
шаль	S	1	3
чистенький	A	1	
халат	S	1	2
первоклассный	A	1	
кончать	V	1	
грузовой	A	1	
заводной	A	1	
простужать	V	1	
нетерпение	S	1	2
забываться	V	1	
оладушек	S	1	2
запихивать	V	1	
оладья	S	1	1
пустовать	V	1	
кладовка	S	1	1
клубничка	S	1	1
матроска	S	1	1
слух	S	1	2
балалайка	S	1	1
тарелочка	S	1	1
трень-брень	INTJ	1	
некогда	ADVPRO	1	
справка	S	1	1
ая	S	1	1
торчище	S	1	2
слоеный	A	1	
бочище	S	1	2
местечко	S	1	2
тортище	S	1	2
упрямо	ADV	1	
испугать	V	1	
блинчик	S	1	2
подоспевать	V	1	
планета	S	1	1
кофе	S	1	Н
сливки	S	1	T
январский	A	1	
великанский	A	1	
кроссовок	S	1	2
дубрава	S	1	1
поджинать	V	1	
поздравление	S	1	2
минус	S	1	2
душевный	A	1	
аккуратный	A	1	
предупреждать	V	1	
черноушко	S	1	2
чернушка	S	1	1
рыжеспинка	S	1	1
рыжинка	S	1	1
беляшка	S	1	1
мяучать	V	1	
пижамия	S	1	Н
туфляндия	S	1	1
свитерляндия	S	1	1
шляпляндия	S	1	1
пальтония	S	1	1
шарфанция	S	1	1
виват	INTJ	1	
одетый	A	1	
бумажка	S	1	1
грести	V	1	
вилять	V	1	
защита	S	1	1
перерасти	V	1	
шампанское	S	1	А
сметанский	A	1	
чернеть	V	1	
вскачь	ADV	1	
под	S	1	2
конура	S	1	1
мышкин	S	1	2
дэви	S	1	Н
лунный	A	1	
светло-шоколадный	A	1	
сокращение	S	1	2
рыбак	S	1	2
раздувать	V	1	
пантелеев	S	1	2
ладоши	S	1	T
спозаранку	ADV	1	
осока	S	1	1
полоть	V	1	
валерика	S	1	1
варенька	S	1	1
колоситься	V	1	
пекарня	S	1	1
насушивать	V	1	
крыса	S	1	1
хомяк	S	1	2
наносить	V	1	
хохлатый	A	1	
жуков	S	1	2
пропитаться	V	1	
подеваться	V	1	
приглушать	V	1	
укутывать	V	1	
апрельский	A	1	
ото	PR	1	
моргнуть	V	1	
сливаться	V	1	
папаха	S	1	1
пузечко	ADV	1	
дунуть	V	1	
ушибать	V	1	
пришибать	V	1	
зной	S	1	2
уберегать	V	1	
привставать	V	1	
цыпочки	S	1	T
триста	NUM	1	
присниться	V	1	
выздоравливать	V	1	
объедаться	V	1	
перетаскивать	V	1	
отвар	S	1	2
теплоухов	S	1	2
маршировать	V	1	
командовать	V	1	
цепочка	S	1	1
хмельницкий	S	1	А
беззвучно	ADV	1	
растопыривать	V	1	
захлопываться	V	1	
радиатор	S	1	2
неладный	A	1	
узбекский	A	1	
арык	S	1	2
расходиться	V	1	
пятиться	V	1	
попятиться	V	1	
настаивать	V	1	
нагибать	V	1	
якутский	A	1	
лот	S	1	2
петушком	ADV	1	
природа	S	1	1
туфля	S	1	1
капот	S	1	2
подшучивать	V	1	
подметать	V	1	
начисто	ADV	1	
насухо	ADV	1	
приучать	V	1	
пожарный	A	1	
двухлетний	A	1	
обгорать	V	1	
рваться	V	1	
цыферов	S	1	2
длинноухий	A	1	
опаздывать	V	1	
дорогой	S	1	А
захохотать	V	1	
хитрец	S	1	2
москвин	S	1	2
желторотый	A	1	
беззащитный	A	1	
отталкиваться	V	1	
подбадривать	V	1	
согнать	V	1	
проглядывать	V	1	
ярко-зеленый	A	1	
прочищать	V	1	
разведывать	V	1	
вишенка	S	1	1
наведываться	V	1	
милочка	S	1	1
